Gene_ID	GO_Terms
AT1G23330	['GO:0005576']
AT1G23340	['GO:0005576', 'GO:0009507']
AT1G23350	['GO:0009507']
AT1G23360	['GO:0005739', 'GO:0009507']
AT1G23380	['GO:0005634']
AT1G23390	['GO:0005634', 'GO:0005737', 'GO:0005829']
AT1G23400	['GO:0009507']
AT1G23410	['GO:0005634', 'GO:0005794', 'GO:0005829', 'GO:0009506', 'GO:0022627']
AT1G23420	['GO:0005634']
AT1G23440	['GO:0005737', 'GO:0005829', 'GO:0010494']
AT1G23450	['GO:0005739']
AT1G23460	['GO:0005634']
AT1G23465	['GO:0005739', 'GO:0005886']
AT1G23480	['GO:0005794']
AT1G23490	['GO:0005634', 'GO:0005794']
AT1G23500	['GO:0005576']
AT1G23510	['GO:0005739']
AT1G23520	['GO:0005634']
AT1G23530	['GO:0005634']
AT1G23540	['GO:0090406']
AT1G23550	['GO:0005634']
AT1G23560	['GO:0005634']
AT1G23570	['GO:0005739']
AT1G23580	['GO:0009507']
AT1G23590	['GO:0005634']
AT1G23600	['GO:0005634']
AT1G23610	['GO:0005634']
AT1G23640	['GO:0009507']
AT1G23645	['GO:0009507']
AT1G23650	['GO:0005739']
AT1G23660	['GO:0009507']
AT1G23670	['GO:0005634']
AT1G23680	['GO:0005739']
AT1G23690	['GO:0005739']
AT1G23700	['GO:0005634']
AT1G23710	['GO:0005634']
AT1G23730	['GO:0005829', 'GO:0009507']
AT1G23740	['GO:0005634', 'GO:0009507', 'GO:0009570', 'GO:0009579', 'GO:0009941', 'GO:0010319', 'GO:0048046']
AT1G23750	['GO:0005634', 'GO:0005737']
AT1G23760	['GO:0005576']
AT1G23770	['GO:0005634']
AT1G23780	['GO:0005739']
AT1G23790	['GO:0005634', 'GO:0005874']
AT1G23800	['GO:0005634', 'GO:0009507']
AT1G23810	['GO:0005634']
AT1G23820	['GO:0005634', 'GO:0005829', 'GO:0009507']
AT1G23830	['GO:0005739']
AT1G23840	['GO:0005739']
AT1G23860	['GO:0005634', 'GO:0016607']
AT1G23870	['GO:0005737']
AT1G23880	['GO:0005576', 'GO:0005634', 'GO:0009506']
AT1G23890	['GO:0009507']
AT1G23900	['GO:0005634', 'GO:0030121']
AT1G23910	['GO:0009507']
AT1G23915	['GO:0005634']
AT1G23935	['GO:0030117']
AT1G23965	['GO:0005739']
AT1G23970	['GO:0005737']
AT1G23980	['GO:0005634']
AT1G23985	['GO:0005739']
AT1G24000	['GO:0009507']
AT1G24020	['GO:0005634', 'GO:0005829', 'GO:0009507', 'GO:0010494']
AT1G24030	['GO:0005739']
AT1G24040	['GO:0009507']
AT1G24060	['GO:0009507']
AT1G24062	['GO:0005576']
AT1G24070	['GO:0005794']
AT1G24090	['GO:0009507', 'GO:0009534']
AT1G24100	['GO:0005634', 'GO:0005829']
AT1G24110	['GO:0005576']
AT1G24120	['GO:0005737']
AT1G24130	['GO:0005634']
AT1G24140	['GO:0005576', 'GO:0016020', 'GO:0031012']
AT1G24147	['GO:0005576']
AT1G24148	['GO:0005739']
AT1G24150	['GO:0005576', 'GO:0005886', 'GO:0009506', 'GO:0009507', 'GO:0085035']
AT1G24160	['GO:0005634', 'GO:0009506']
AT1G24180	['GO:0005634', 'GO:0005739', 'GO:0005829', 'GO:0009507']
AT1G24190	['GO:0005634', 'GO:0070822']
AT1G24200	['GO:0005634']
AT1G24210	['GO:0005634']
AT1G24220	['GO:0005634']
AT1G24230	['GO:0005634']
AT1G24240	['GO:0005739']
AT1G24250	['GO:0005634']
AT1G24256	['GO:0005634', 'GO:0005777']
AT1G24260	['GO:0005634']
AT1G24265	['GO:0005739']
AT1G24267	['GO:0005739', 'GO:0005741']
AT1G24280	['GO:0009507']
AT1G24290	['GO:0005634']
AT1G24300	['GO:0005634', 'GO:0005737']
AT1G24310	['GO:0005635', 'GO:0005730', 'GO:0009507']
AT1G24320	['GO:0005634']
AT1G24330	['GO:0005634', 'GO:0009507']
AT1G24340	['GO:0005737', 'GO:0005739']
AT1G24350	['GO:0009507']
AT1G24360	['GO:0005634', 'GO:0005739', 'GO:0009507', 'GO:0009536', 'GO:0009570', 'GO:0009941']
AT1G24388	['GO:0005739']
AT1G24390	['GO:0005739']
AT1G24420	['GO:0005737']
AT1G24430	['GO:0005737']
AT1G24440	['GO:0005634']
AT1G24450	['GO:0000325', 'GO:0005777', 'GO:0009507']
AT1G24460	['GO:0005634', 'GO:0005737', 'GO:0005802', 'GO:0032588']
AT1G24470	['GO:0005783']
AT1G24475	['GO:0005739']
AT1G24480	['GO:0005576']
AT1G24485	['GO:0005576']
AT1G24490	['GO:0009507', 'GO:0009535', 'GO:0009579']
AT1G24510	['GO:0005634', 'GO:0005737', 'GO:0009506', 'GO:0010494']
AT1G24520	['GO:0005886', 'GO:0016020']
AT1G24530	['GO:0005739']
AT1G24545	['GO:0005739']
AT1G24560	['GO:0005737', 'GO:0043229']
AT1G24570	['GO:0005634']
AT1G24577	['GO:0005739']
AT1G24580	['GO:0005634']
AT1G24590	['GO:0005634']
AT1G24600	['GO:0005634']
AT1G24610	['GO:0009507']
AT1G24620	['GO:0005634', 'GO:0005737']
AT1G24625	['GO:0005634']
AT1G24706	['GO:0000347', 'GO:0005634', 'GO:0016607']
AT1G24735	['GO:0005829']
AT1G24764	['GO:0005634', 'GO:0005737', 'GO:0005874', 'GO:0009507']
AT1G24793	['GO:0005739', 'GO:0009507']
AT1G24800	['GO:0005739']
AT1G24807	['GO:0005737', 'GO:0009507']
AT1G24880	['GO:0005739']
AT1G24881	['GO:0005739']
AT1G24909	['GO:0005737']
AT1G25025	['GO:0005634']
AT1G25054	['GO:0005739', 'GO:0009507']
AT1G25055	['GO:0005739']
AT1G25083	['GO:0005737']
AT1G25112	['GO:0005634']
AT1G25141	['GO:0005739']
AT1G25145	['GO:0005739', 'GO:0009507']
AT1G25150	['GO:0005739']
AT1G25155	['GO:0005737']
AT1G25180	['GO:0005634']
AT1G25210	['GO:0005739', 'GO:0009507']
AT1G25211	['GO:0005739']
AT1G25220	['GO:0005739', 'GO:0009507']
AT1G25230	['GO:0005576']
AT1G25240	['GO:0005737']
AT1G25250	['GO:0005634']
AT1G25260	['GO:0005634', 'GO:0022626']
AT1G25270	['GO:0005576']
AT1G25275	['GO:0005576']
AT1G25280	['GO:0005634', 'GO:0005829', 'GO:0005886', 'GO:0009507', 'GO:0009536']
AT1G25290	['GO:0009507', 'GO:0009706', 'GO:0031969']
AT1G25300	['GO:0005739']
AT1G25310	['GO:0005634']
AT1G25320	['GO:0005886']
AT1G25330	['GO:0005634']
AT1G25340	['GO:0005634']
AT1G25350	['GO:0005634', 'GO:0005737', 'GO:0005829']
AT1G25360	['GO:0005739']
AT1G25370	['GO:0005634']
AT1G25375	['GO:0005634', 'GO:0009536']
AT1G25380	['GO:0005739']
AT1G25390	['GO:0005576', 'GO:0005886']
AT1G25400	['GO:0005634']
AT1G25410	['GO:0009507']
AT1G25420	['GO:0005739']
AT1G25422	['GO:0005737']
AT1G25425	['GO:0005739', 'GO:0048046']
AT1G25440	['GO:0005634']
AT1G25450	['GO:0005783', 'GO:0009507']
AT1G25470	['GO:0005634']
AT1G25480	['GO:0005634', 'GO:0005773']
AT1G25490	['GO:0000159', 'GO:0005634', 'GO:0005737', 'GO:0005886', 'GO:0009505']
AT1G25500	['GO:0005886', 'GO:0009507']
AT1G25510	['GO:0005576']
AT1G25520	['GO:0005783', 'GO:0009507', 'GO:0035618']
AT1G25540	['GO:0005634', 'GO:0016592']
AT1G25550	['GO:0005634', 'GO:0005739']
AT1G25560	['GO:0005634']
AT1G25570	['GO:0000325', 'GO:0005618', 'GO:0005768', 'GO:0005794', 'GO:0005802', 'GO:0009507', 'GO:0031252', 'GO:0031254']
AT1G25580	['GO:0005634']
AT1G25682	['GO:0005634']
AT1G25988	['GO:0005634']
AT1G26090	['GO:0009507', 'GO:0010287']
AT1G26110	['GO:0000932', 'GO:0005634']
AT1G26120	['GO:0000139', 'GO:0005789', 'GO:0009507']
AT1G26130	['GO:0009941']
AT1G26140	['GO:0005634']
AT1G26150	['GO:0005634']
AT1G26160	['GO:0009507']
AT1G26180	['GO:0005739', 'GO:0009507']
AT1G26190	['GO:0005737', 'GO:0005741']
AT1G26210	['GO:0005634', 'GO:0005737']
AT1G26220	['GO:0009507']
AT1G26225	['GO:0005739']
AT1G26230	['GO:0005737', 'GO:0009507', 'GO:0009570', 'GO:0009941']
AT1G26233	['GO:0031429']
AT1G26260	['GO:0005634']
AT1G26290	['GO:0005739']
AT1G26310	['GO:0005634']
AT1G26320	['GO:0005634', 'GO:0005737']
AT1G26330	['GO:0005634']
AT1G26340	['GO:0009707', 'GO:0010319']
AT1G26350	['GO:0005739']
AT1G26355	['GO:0005886']
AT1G26360	['GO:0005737']
AT1G26370	['GO:0005634', 'GO:0005730']
AT1G26380	['GO:0005737', 'GO:0005783', 'GO:0009505']
AT1G26390	['GO:0005737', 'GO:0009505']
AT1G26400	['GO:0009505']
AT1G26410	['GO:0005737', 'GO:0009505']
AT1G26420	['GO:0005737', 'GO:0009505']
AT1G26440	['GO:0005739', 'GO:0005783', 'GO:0005802', 'GO:0005886', 'GO:0009504', 'GO:0099503']
AT1G26450	['GO:0005576', 'GO:0005634', 'GO:0016020']
AT1G26460	['GO:0005739']
AT1G26470	['GO:0005634', 'GO:0043189']
AT1G26480	['GO:0005634', 'GO:0005737']
AT1G26500	['GO:0005739']
AT1G26510	['GO:0005634']
AT1G26515	['GO:0005634']
AT1G26520	['GO:0005634', 'GO:0005829']
AT1G26530	['GO:0005634', 'GO:0032040']
AT1G26540	['GO:0000325', 'GO:0005634']
AT1G26550	['GO:0005634']
AT1G26560	['GO:0005739', 'GO:0048046']
AT1G26570	['GO:0005737']
AT1G26580	['GO:0005634']
AT1G26590	['GO:0005634']
AT1G26600	['GO:0005739', 'GO:0048046']
AT1G26610	['GO:0005634']
AT1G26630	['GO:0005634', 'GO:0005737', 'GO:0005829', 'GO:0010494']
AT1G26640	['GO:0005737', 'GO:0005829']
AT1G26660	['GO:0005737']
AT1G26665	['GO:0005634', 'GO:0016592']
AT1G26670	['GO:0005634', 'GO:0005768', 'GO:0005770', 'GO:0005794', 'GO:0005802', 'GO:0005886', 'GO:0031201']
AT1G26680	['GO:0009507']
AT1G26690	['GO:0005576']
AT1G26700	['GO:0005739']
AT1G26710	['GO:0005739', 'GO:0009507']
AT1G26720	['GO:0009507']
AT1G26730	['GO:0005886']
AT1G26740	['GO:0005739', 'GO:0015934']
AT1G26762	['GO:0005739']
AT1G26770	['GO:0005576', 'GO:0009505']
AT1G26773	['GO:0005739']
AT1G26780	['GO:0005634']
AT1G26790	['GO:0005634']
AT1G26795	['GO:0005576']
AT1G26796	['GO:0005576']
AT1G26797	['GO:0005576']
AT1G26798	['GO:0005576']
AT1G26799	['GO:0005576']
AT1G26800	['GO:0005634', 'GO:0005737', 'GO:0005829']
AT1G26810	['GO:0005794']
AT1G26815	['GO:0005739']
AT1G26820	['GO:0005576']
AT1G26830	['GO:0000151', 'GO:0005634']
AT1G26840	['GO:0000808', 'GO:0005634', 'GO:0005664']
AT1G26850	['GO:0005634', 'GO:0005768', 'GO:0005794', 'GO:0005797', 'GO:0005802']
AT1G26870	['GO:0005634']
AT1G26880	['GO:0005634', 'GO:0005730', 'GO:0005737']
AT1G26890	['GO:0005634']
AT1G26900	['GO:0005739']
AT1G26910	['GO:0005634', 'GO:0005737', 'GO:0005840', 'GO:0009941']
AT1G26920	['GO:0005634']
AT1G26921	['GO:0005829']
AT1G26930	['GO:0005634', 'GO:0005737', 'GO:0005777']
AT1G26940	['GO:0005737', 'GO:0005768', 'GO:0005794', 'GO:0005802']
AT1G26945	['GO:0005634']
AT1G26960	['GO:0005634']
AT1G26970	['GO:0005739']
AT1G27020	['GO:0005634', 'GO:0005829', 'GO:0010494']
AT1G27040	['GO:0005739']
AT1G27045	['GO:0005634']
AT1G27050	['GO:0005634']
AT1G27060	['GO:0005737']
AT1G27070	['GO:0009507']
AT1G27080	['GO:0005886']
AT1G27090	['GO:0005634', 'GO:0009507']
AT1G27100	['GO:0000325', 'GO:0005634']
AT1G27120	['GO:0005794']
AT1G27130	['GO:0005634', 'GO:0005737', 'GO:0005829']
AT1G27135	['GO:0005576']
AT1G27140	['GO:0005634', 'GO:0005737']
AT1G27150	['GO:0005634']
AT1G27160	['GO:0005737']
AT1G27170	['GO:0005737', 'GO:0009506']
AT1G27180	['GO:0005634', 'GO:0005737', 'GO:0005829']
AT1G27190	['GO:0005886', 'GO:0009507']
AT1G27200	['GO:0000138', 'GO:0005634', 'GO:0005794']
AT1G27210	['GO:0005874', 'GO:0009507']
AT1G27220	['GO:0005634']
AT1G27240	['GO:0005634']
AT1G27250	['GO:0005634']
AT1G27260	['GO:0005634']
AT1G27270	['GO:0005634']
AT1G27280	['GO:0005634']
AT1G27290	['GO:0005739']
AT1G27300	['GO:0005634', 'GO:0005768', 'GO:0005794', 'GO:0005802']
AT1G27310	['GO:0005634', 'GO:0005635', 'GO:0005737', 'GO:0005829']
AT1G27320	['GO:0005576', 'GO:0005634', 'GO:0005886']
AT1G27330	['GO:0005739']
AT1G27340	['GO:0005739']
AT1G27350	['GO:0005739']
AT1G27360	['GO:0005634']
AT1G27370	['GO:0005634']
AT1G27380	['GO:0005739', 'GO:0005886']
AT1G27390	['GO:0005634', 'GO:0005739', 'GO:0005741', 'GO:0005742', 'GO:0005743', 'GO:0005744', 'GO:0022626']
AT1G27400	['GO:0000325', 'GO:0005634', 'GO:0005773', 'GO:0009506', 'GO:0009507', 'GO:0022625']
AT1G27410	['GO:0005634']
AT1G27430	['GO:0005634']
AT1G27435	['GO:0005739']
AT1G27440	['GO:0009507']
AT1G27450	['GO:0005634', 'GO:0005737', 'GO:0005794', 'GO:0005829', 'GO:0005886', 'GO:0009505', 'GO:0009507', 'GO:0009570']
AT1G27460	['GO:0005634', 'GO:0005886', 'GO:0009507', 'GO:0009898']
AT1G27461	['GO:0005634', 'GO:0005829']
AT1G27470	['GO:0005634']
AT1G27480	['GO:0000325', 'GO:0005576']
AT1G27490	['GO:0005739']
AT1G27500	['GO:0005634']
AT1G27510	['GO:0009507', 'GO:0009579', 'GO:0042651']
AT1G27520	['GO:0005783']
AT1G27530	['GO:0009507']
AT1G27535	['GO:0005739']
AT1G27540	['GO:0005634']
AT1G27570	['GO:0005634', 'GO:0005737']
AT1G27580	['GO:0005739']
AT1G27595	['GO:0005737']
AT1G27600	['GO:0005794']
AT1G27610	['GO:0005739']
AT1G27620	['GO:0005634']
AT1G27630	['GO:0005634']
AT1G27640	['GO:0005634']
AT1G27650	['GO:0005634', 'GO:0005654', 'GO:0005730', 'GO:0089701']
AT1G27670	['GO:0005634']
AT1G27680	['GO:0009507']
AT1G27690	['GO:0005739']
AT1G27695	['GO:0005622', 'GO:0009941']
AT1G27700	['GO:0005634']
AT1G27720	['GO:0005634', 'GO:0005669', 'GO:0009506']
AT1G27730	['GO:0005634']
AT1G27740	['GO:0005634']
AT1G27750	['GO:0005634']
AT1G27752	['GO:0005634']
AT1G27760	['GO:0005634', 'GO:0005737']
AT1G27770	['GO:0005634', 'GO:0005783', 'GO:0009507', 'GO:0009706']
AT1G27820	['GO:0005739', 'GO:0030014']
AT1G27840	['GO:0005634', 'GO:0080008']
AT1G27850	['GO:0055028']
AT1G27860	['GO:0005634']
AT1G27880	['GO:0005634']
AT1G27890	['GO:0005739', 'GO:0030014']
AT1G27900	['GO:0005634']
AT1G27910	['GO:0005737']
AT1G27920	['GO:0005819', 'GO:0005874', 'GO:0009507', 'GO:0009524']
AT1G27930	['GO:0005634', 'GO:0005768', 'GO:0005794', 'GO:0005797', 'GO:0005802']
AT1G27940	['GO:0005634']
AT1G27950	['GO:0005634', 'GO:0005783', 'GO:0005886', 'GO:0009505', 'GO:0016020', 'GO:0099503']
AT1G27960	['GO:0005634']
AT1G27970	['GO:0005634', 'GO:0005635', 'GO:0005737', 'GO:0005829', 'GO:0005886', 'GO:0010494']
AT1G27980	['GO:0005783', 'GO:0009507']
AT1G28005	['GO:0005739']
AT1G28010	['GO:0005634']
AT1G28020	['GO:0005739']
AT1G28030	['GO:0005737']
AT1G28040	['GO:0005634']
AT1G28050	['GO:0005634']
AT1G28060	['GO:0005634', 'GO:0005654', 'GO:0046540']
AT1G28070	['GO:0005634']
AT1G28080	['GO:0005634']
AT1G28090	['GO:0005739']
AT1G28100	['GO:0005634']
AT1G28110	['GO:0009505', 'GO:0009506', 'GO:0009507']
AT1G28120	['GO:0005634']
AT1G28130	['GO:0005634', 'GO:0005737']
AT1G28140	['GO:0009507']
AT1G28150	['GO:0009507', 'GO:0010287']
AT1G28160	['GO:0005622', 'GO:0005634']
AT1G28170	['GO:0005634']
AT1G28180	['GO:0005739']
AT1G28190	['GO:0005634']
AT1G28200	['GO:0005634', 'GO:0009507']
AT1G28210	['GO:0005739']
AT1G28220	['GO:0009507', 'GO:0016020']
AT1G28230	['GO:0009507']
AT1G28240	['GO:0005794']
AT1G28250	['GO:0005739']
AT1G28260	['GO:0005634']
AT1G28265	['GO:0005739']
AT1G28270	['GO:0005576', 'GO:0048046']
AT1G28280	['GO:0005634']
AT1G28290	['GO:0005576', 'GO:0005886', 'GO:0009505', 'GO:0009506']
AT1G28300	['GO:0005634']
AT1G28305	['GO:0005576']
AT1G28306	['GO:0005576']
AT1G28310	['GO:0005634']
AT1G28320	['GO:0005634', 'GO:0005777']
AT1G28330	['GO:0005634']
AT1G28335	['GO:0005576']
AT1G28340	['GO:0005576', 'GO:0005618', 'GO:0005634', 'GO:0005768', 'GO:0005794', 'GO:0005802', 'GO:0031252', 'GO:0031254']
AT1G28350	['GO:0005737']
AT1G28360	['GO:0005622', 'GO:0005634']
AT1G28370	['GO:0005622', 'GO:0005634']
AT1G28375	['GO:0005739']
AT1G28380	['GO:0005634']
AT1G28390	['GO:0005634']
AT1G28395	['GO:0005739']
AT1G28410	['GO:0009507']
AT1G28420	['GO:0005634', 'GO:0031010']
AT1G28430	['GO:0005576']
AT1G28440	['GO:0005886']
AT1G28450	['GO:0005634']
AT1G28460	['GO:0005634']
AT1G28470	['GO:0005634']
AT1G28480	['GO:0005737']
AT1G28490	['GO:0005794', 'GO:0005802', 'GO:0031201', 'GO:0032588']
AT1G28500	['GO:0005634']
AT1G28510	['GO:0005739']
AT1G28530	['GO:0009507']
AT1G28540	['GO:0005634', 'GO:0005741', 'GO:0009527']
AT1G28550	['GO:0005886']
AT1G28560	['GO:0005634']
AT1G28570	['GO:0005576']
AT1G28580	['GO:0000325', 'GO:0005576', 'GO:0005886']
AT1G28590	['GO:0005576']
AT1G28600	['GO:0005576', 'GO:0009505', 'GO:0009507']
AT1G28610	['GO:0005576']
AT1G28630	['GO:0005634']
AT1G28640	['GO:0005576']
AT1G28650	['GO:0005576']
AT1G28660	['GO:0005576']
AT1G28670	['GO:0005576']
AT1G28680	['GO:0005737']
AT1G28690	['GO:0009507']
AT1G28695	['GO:0005737']
AT1G28700	['GO:0009507']
AT1G28710	['GO:0005737']
AT1G28760	['GO:0009507', 'GO:0031965']
AT1G28765	['GO:0005739']
AT1G28815	['GO:0005634']
AT1G28960	['GO:0005739']
AT1G29000	['GO:0005737']
AT1G29010	['GO:0005634']
AT1G29020	['GO:0005576', 'GO:0005773']
AT1G29040	['GO:0000325', 'GO:0009507']
AT1G29041	['GO:0005634']
AT1G29060	['GO:0000137', 'GO:0005794']
AT1G29070	['GO:0009507']
AT1G29080	['GO:0005576']
AT1G29090	['GO:0005576']
AT1G29100	['GO:0005634', 'GO:0005737']
AT1G29120	['GO:0005634', 'GO:0005777', 'GO:0009507']
AT1G29140	['GO:0005576']
AT1G29150	['GO:0000502', 'GO:0005634', 'GO:0009506', 'GO:0009507']
AT1G29160	['GO:0005634']
AT1G29170	['GO:0005737', 'GO:0031209']
AT1G29179	['GO:0005634']
AT1G29180	['GO:0005634']
AT1G29195	['GO:0009507']
AT1G29200	['GO:0005634']
AT1G29220	['GO:0005634']
AT1G29230	['GO:0005634']
AT1G29240	['GO:0005634']
AT1G29250	['GO:0005634', 'GO:0005829']
AT1G29260	['GO:0005634', 'GO:0080008']
AT1G29270	['GO:0009507']
AT1G29280	['GO:0005634']
AT1G29290	['GO:0048046']
AT1G29310	['GO:0000137', 'GO:0005634', 'GO:0005739', 'GO:0005794', 'GO:0005886']
AT1G29320	['GO:0005634', 'GO:0005730', 'GO:0080008']
AT1G29330	['GO:0005739', 'GO:0005783', 'GO:0005794', 'GO:0005801']
AT1G29340	['GO:0009507']
AT1G29350	['GO:0005634']
AT1G29355	['GO:0005634']
AT1G29370	['GO:0005634']
AT1G29380	['GO:0005886']
AT1G29390	['GO:0005739', 'GO:0009535', 'GO:0009706', 'GO:0009941']
AT1G29395	['GO:0009507', 'GO:0009535', 'GO:0009706', 'GO:0009941']
AT1G29410	['GO:0009507']
AT1G29418	['GO:0005739']
AT1G29420	['GO:0005739']
AT1G29430	['GO:0005634', 'GO:0005739', 'GO:0090406']
AT1G29435	['GO:0005739']
AT1G29440	['GO:0005739', 'GO:0005886']
AT1G29450	['GO:0005739']
AT1G29460	['GO:0005739']
AT1G29465	['GO:0009507']
AT1G29470	['GO:0005634', 'GO:0005739', 'GO:0005768', 'GO:0005794', 'GO:0005797', 'GO:0005802']
AT1G29490	['GO:0005739']
AT1G29500	['GO:0005634', 'GO:0005730', 'GO:0005739']
AT1G29510	['GO:0005739']
AT1G29530	['GO:0005634']
AT1G29535	['GO:0005739']
AT1G29540	['GO:0005739']
AT1G29550	['GO:0005634']
AT1G29560	['GO:0005634']
AT1G29570	['GO:0005634']
AT1G29580	['GO:0016592']
AT1G29590	['GO:0005634']
AT1G29600	['GO:0005634']
AT1G29620	['GO:0005634']
AT1G29630	['GO:0005634']
AT1G29640	['GO:0005634', 'GO:0005737']
AT1G29660	['GO:0005576', 'GO:0005634', 'GO:0005783', 'GO:0048046', 'GO:0099503']
AT1G29670	['GO:0005576', 'GO:0005634', 'GO:0009505', 'GO:0009534', 'GO:0048046']
AT1G29680	['GO:0005634']
AT1G29700	['GO:0005634', 'GO:0009507']
AT1G29720	['GO:0005886']
AT1G29730	['GO:0005886', 'GO:0009507']
AT1G29740	['GO:0005886', 'GO:0009507']
AT1G29750	['GO:0005886']
AT1G29760	['GO:0005634', 'GO:0005783']
AT1G29770	['GO:0005634']
AT1G29775	['GO:0005739']
AT1G29780	['GO:0005886']
AT1G29790	['GO:0005768', 'GO:0005794', 'GO:0005797', 'GO:0005802', 'GO:0005886']
AT1G29800	['GO:0005737', 'GO:0005829', 'GO:0031090', 'GO:0044754']
AT1G29810	['GO:0005739', 'GO:0009507']
AT1G29820	['GO:0005634']
AT1G29830	['GO:0005634']
AT1G29850	['GO:0005634', 'GO:0005829']
AT1G29860	['GO:0005634']
AT1G29870	['GO:0005737']
AT1G29880	['GO:0005634', 'GO:0005737', 'GO:0005739', 'GO:0005768', 'GO:0005794', 'GO:0005802', 'GO:0009507']
AT1G29890	['GO:0005794']
AT1G29900	['GO:0005951', 'GO:0009507', 'GO:0009570']
AT1G29910	['GO:0005634', 'GO:0005739', 'GO:0009507', 'GO:0009534', 'GO:0009535', 'GO:0009579', 'GO:0010287']
AT1G29920	['GO:0005634', 'GO:0009507', 'GO:0009535', 'GO:0009579', 'GO:0048046']
AT1G29930	['GO:0005634', 'GO:0009507', 'GO:0009534', 'GO:0009535', 'GO:0009579']
AT1G29940	['GO:0009507']
AT1G29950	['GO:0005634']
AT1G29960	['GO:0005886']
AT1G29962	['GO:0005634']
AT1G29965	['GO:0005634', 'GO:0005737', 'GO:0009506', 'GO:0022625']
AT1G29970	['GO:0005634', 'GO:0005737']
AT1G29980	['GO:0005576', 'GO:0005634', 'GO:0005886', 'GO:0016020']
AT1G29990	['GO:0005634', 'GO:0005737', 'GO:0005886', 'GO:0016272']
AT1G30000	['GO:0005768', 'GO:0005794', 'GO:0005797', 'GO:0005802', 'GO:0016020']
AT1G30010	['GO:0005739', 'GO:0009507']
AT1G30020	['GO:0005634']
AT1G30040	['GO:0005737']
AT1G30050	['GO:0005634', 'GO:0012506']
AT1G30060	['GO:0005634']
AT1G30070	['GO:0005634', 'GO:0005886']
AT1G30090	['GO:0005737', 'GO:0009507']
AT1G30100	['GO:0009507', 'GO:0009579']
AT1G30110	['GO:0005634']
AT1G30120	['GO:0005634', 'GO:0009507', 'GO:0009570', 'GO:0009941', 'GO:0045254']
AT1G30130	['GO:0005576']
AT1G30135	['GO:0005634']
AT1G30140	['GO:0005634']
AT1G30160	['GO:0005634', 'GO:0009507']
AT1G30170	['GO:0005739']
AT1G30190	['GO:0005634']
AT1G30200	['GO:0009507']
AT1G30210	['GO:0005634']
AT1G30220	['GO:0005886', 'GO:0090406']
AT1G30230	['GO:0005634', 'GO:0005737', 'GO:0005829', 'GO:0005853', 'GO:0005886', 'GO:0010494']
AT1G30240	['GO:0005634']
AT1G30250	['GO:0005739']
AT1G30260	['GO:0005739']
AT1G30270	['GO:0005634', 'GO:0005737', 'GO:0005829', 'GO:0005886', 'GO:0009507', 'GO:0009536']
AT1G30280	['GO:0005634', 'GO:0005737']
AT1G30290	['GO:0005739']
AT1G30300	['GO:0005634']
AT1G30320	['GO:0005737']
AT1G30330	['GO:0005634']
AT1G30350	['GO:0005576']
AT1G30360	['GO:0000325', 'GO:0005576', 'GO:0005634', 'GO:0005886', 'GO:0009506', 'GO:0009941']
AT1G30370	['GO:0005576', 'GO:0005739']
AT1G30380	['GO:0005634', 'GO:0009507', 'GO:0009534', 'GO:0009535', 'GO:0009579']
AT1G30400	['GO:0000325', 'GO:0005634', 'GO:0005773', 'GO:0005774', 'GO:0009506']
AT1G30410	['GO:0005634']
AT1G30420	['GO:0005634', 'GO:0005737']
AT1G30440	['GO:0005634', 'GO:0005886']
AT1G30450	['GO:0005768', 'GO:0005794', 'GO:0005802']
AT1G30455	['GO:0005634']
AT1G30460	['GO:0005634', 'GO:0005737', 'GO:0005847']
AT1G30470	['GO:0000325', 'GO:0005634']
AT1G30473	['GO:0005634']
AT1G30480	['GO:0005634', 'GO:0005737', 'GO:0009507']
AT1G30490	['GO:0005634']
AT1G30500	['GO:0005634']
AT1G30510	['GO:0009507']
AT1G30520	['GO:0005739', 'GO:0005777', 'GO:0009507']
AT1G30530	['GO:0009507']
AT1G30540	['GO:0005737']
AT1G30545	['GO:0005634']
AT1G30550	['GO:0009507']
AT1G30560	['GO:0009507']
AT1G30580	['GO:0005634', 'GO:0005829', 'GO:0009506']
AT1G30590	['GO:0005634']
AT1G30600	['GO:0005576', 'GO:0009506']
AT1G30610	['GO:0009507']
AT1G30620	['GO:0000138', 'GO:0005794']
AT1G30630	['GO:0000325']
AT1G30640	['GO:0005737']
AT1G30650	['GO:0005634']
AT1G30660	['GO:0005634']
AT1G30670	['GO:0005634']
AT1G30680	['GO:0005739']
AT1G30690	['GO:0005634', 'GO:0005829', 'GO:0005886']
AT1G30700	['GO:0009505', 'GO:0009507']
AT1G30710	['GO:0009505', 'GO:0009507']
AT1G30720	['GO:0009505', 'GO:0009507', 'GO:0099503']
AT1G30730	['GO:0005737', 'GO:0009505']
AT1G30740	['GO:0005773', 'GO:0009505', 'GO:0009506', 'GO:0009507']
AT1G30755	['GO:0005634']
AT1G30760	['GO:0005737', 'GO:0009505']
AT1G30790	['GO:0005634', 'GO:0005737']
AT1G30795	['GO:0005739']
AT1G30800	['GO:0016020']
AT1G30810	['GO:0005634']
AT1G30814	['GO:0005634']
AT1G30820	['GO:0005829']
AT1G30825	['GO:0005885']
AT1G30840	['GO:0016020']
AT1G30850	['GO:0005634', 'GO:0009535']
AT1G30860	['GO:0005634']
AT1G30870	['GO:0005576']
AT1G30880	['GO:0005739']
