COMP_GENE_A	COMP_GENE_B
AT3G51780	AT2G02880
AT3G51780	AT2G35100
AT3G51780	AT5G54600
AT3G51780	AT3G03100
AT3G51780	AT3G06778
AT3G51780	AT2G42820
AT5G03730	AT5G23110
AT5G03730	AT1G72560
AT5G03730	AT5G19620
AT5G03730	AT5G57250
AT5G03730	AT1G76630
AT5G03730	AT2G44020
AT5G03730	AT1G19720
AT3G11630	AT1G73820
AT3G11630	AT1G12410
AT3G11630	AT1G09130
AT3G11630	AT3G03100
AT3G11630	AT3G01060
AT3G11630	AT5G49560
AT3G11630	AT5G51310
AT5G15610	AT3G12685
AT5G63460	AT4G09010
AT5G63460	AT4G37445
AT5G49210	AT1G02140
AT5G49210	AT1G10840
AT4G04640	AT5G05500
AT4G04640	AT2G30520
AT4G04640	AT3G58730
AT4G04640	AT3G20830
AT4G04640	AT5G42800
AT4G04640	AT2G24640
AT4G04640	AT5G25080
AT4G04640	AT1G80350
AT4G04640	AT3G02510
AT4G04640	AT3G04830
AT4G04640	AT3G53580
AT4G04640	AT1G12850
AT4G04640	AT4G02390
AT4G04640	AT5G08280
AT4G04640	AT5G61410
AT4G04640	AT3G50860
AT4G04640	AT4G35760
AT4G04640	AT1G03650
AT4G04640	AT5G42400
AT4G04640	AT3G49600
AT4G04640	AT1G28760
AT4G04640	AT2G32090
AT4G04640	AT2G22650
AT4G04640	AT2G44850
AT4G04640	AT3G46780
AT4G04640	AT3G05250
AT4G04640	AT1G48380
AT4G04640	AT1G32080
AT4G04640	AT5G48960
AT4G04640	AT3G05330
AT4G04640	AT3G24650
AT4G04640	AT3G63140
AT4G04640	AT5G45380
AT4G04640	AT4G33870
AT4G04640	AT1G53645
AT4G04640	AT2G40690
AT4G04640	AT5G37055
AT4G04640	AT5G06420
AT4G04640	AT3G13235
AT4G04640	AT2G04740
AT4G04640	AT4G02350
AT4G04640	AT1G63855
AT4G04640	AT2G26340
AT4G04640	AT5G66360
AT4G04640	AT3G53920
AT4G04640	AT2G47910
AT4G04640	AT3G59390
AT4G04640	AT3G05625
AT4G04640	AT1G80090
AT4G04640	AT1G19150
AT4G04640	AT3G23400
AT4G04640	AT4G19890
AT4G04640	AT2G30270
AT4G04640	AT1G64500
AT4G04640	AT5G61400
AT5G19790	AT5G08565
AT5G19790	AT3G06150
AT5G19790	AT4G10750
AT5G19790	AT4G01560
AT5G19790	AT1G04390
AT5G19790	AT3G52210
AT5G19790	AT5G27830
AT5G19790	AT1G63100
AT5G19790	AT5G50100
AT5G19790	AT5G35400
AT4G03270	AT2G46230
AT4G03270	AT4G32980
AT4G03270	AT2G36230
AT4G03270	AT3G24740
AT4G03270	AT4G16060
AT4G03270	AT1G27150
AT4G03270	AT5G20930
AT4G03270	AT4G02090
AT4G03270	AT3G60620
AT4G03270	AT5G12410
AT4G03270	AT5G21060
AT4G03270	AT2G27760
AT4G03270	AT3G13450
AT4G03270	AT4G16450
AT4G03270	AT3G52905
AT4G03270	AT1G09740
AT4G03270	AT1G78010
AT4G03270	AT1G14620
AT4G03270	AT3G09150
AT4G03270	AT5G64670
AT4G03270	AT1G49350
AT4G03270	AT1G51110
AT4G03270	AT1G54650
AT4G03270	AT5G51010
AT4G03270	AT3G56330
AT4G03270	AT1G79760
AT4G03270	AT2G36980
AT4G03270	AT5G08710
AT4G03270	AT5G27560
AT4G03270	AT5G59610
AT4G03270	AT2G21710
AT4G03270	AT4G19985
AT4G03270	AT2G46850
AT4G03270	AT5G58575
AT4G03270	AT3G49650
AT4G03270	AT3G55820
AT1G20000	AT3G03490
AT1G20000	AT4G02660
AT1G20000	AT4G03080
AT1G20000	AT5G58870
AT1G20000	AT2G27280
AT1G20000	AT1G05270
AT1G20000	AT5G54730
AT1G20000	AT1G25260
AT1G20000	AT5G07140
AT1G20000	AT5G05970
AT1G20000	AT1G15220
AT1G20000	AT2G20510
AT1G20000	AT5G01450
AT1G20000	AT5G10710
AT1G20000	AT2G40600
AT1G20000	AT1G67460
AT1G20000	AT3G15430
AT1G20000	AT4G03430
AT1G20000	AT2G28450
AT1G20000	AT4G21720
AT1G20000	AT3G08740
AT1G20000	AT3G25120
AT1G20000	AT5G25640
AT1G20000	AT5G19180
AT1G20000	AT1G78450
AT1G20000	AT2G36420
AT5G17990	AT1G11380
AT5G17990	AT1G34640
AT5G23430	AT5G47690
AT2G46080	AT3G54280
AT2G46080	AT4G11270
AT2G46080	AT1G60080
AT3G02910	AT5G14950
AT3G02910	AT4G27790
AT3G03490	AT5G23320
AT3G03490	AT4G03080
AT3G03490	AT5G58870
AT3G03490	AT3G58740
AT3G03490	AT5G07140
AT3G03490	AT2G22040
AT3G03490	AT5G05970
AT3G03490	AT2G33640
AT3G03490	AT1G03900
AT3G03490	AT2G18510
AT3G03490	AT3G52050
AT3G03490	AT3G61440
AT3G03490	AT2G40600
AT3G03490	AT1G67460
AT3G03490	AT3G15430
AT3G03490	AT4G03430
AT3G03490	AT3G06200
AT3G03490	AT5G16890
AT3G03490	AT2G01100
AT3G03490	AT3G25120
AT3G03490	AT1G78450
AT3G03490	AT2G36420
AT2G12550	AT1G30240
AT2G12550	AT1G72175
AT2G12550	AT3G06540
AT2G12550	AT4G08870
AT2G12550	AT1G79900
AT2G12550	AT3G13226
AT2G12550	AT5G14800
AT2G12550	AT1G69800
AT2G12550	AT1G30070
AT2G12550	AT5G49570
AT2G12550	AT3G20930
AT2G12550	AT5G46250
AT2G12550	AT1G74240
AT2G12550	AT5G02750
AT2G12550	AT5G44450
AT2G44860	AT4G03080
AT2G44860	AT2G04550
AT2G44860	AT3G09620
AT2G44860	AT4G02485
AT2G44860	AT2G22040
AT2G44860	AT3G55010
AT2G44860	AT2G18510
AT2G44860	AT5G40520
AT2G44860	AT3G05480
AT2G44860	AT3G08950
AT2G44860	AT5G45360
AT2G44860	AT1G64850
AT2G44860	AT1G74530
AT2G44860	AT1G24610
AT2G44860	AT2G19790
AT2G44860	AT4G18593
AT2G44860	AT2G04790
AT2G44860	AT5G60050
AT2G44860	AT1G58450
AT5G28350	AT4G00450
AT5G28350	AT1G33350
AT1G12060	AT3G15010
AT1G12060	AT1G67370
AT1G12060	AT2G42300
AT1G12060	AT4G03080
AT1G12060	AT1G67325
AT1G12060	AT1G64660
AT1G12060	AT5G61240
AT1G12060	AT5G07950
AT1G12060	AT4G10465
AT1G12060	AT5G42360
AT1G12060	AT3G46550
AT1G12060	AT4G25830
AT1G12060	AT5G18250
AT1G12060	AT3G22410
AT1G12060	AT5G04670
AT1G12060	AT5G46880
AT1G12060	AT3G26135
AT1G12060	AT5G24810
AT1G12060	AT4G02485
AT1G12060	AT1G33480
AT1G12060	AT4G32250
AT1G12060	AT3G01435
AT1G12060	AT5G61500
AT1G12060	AT1G69220
AT1G12060	AT1G03900
AT1G12060	AT3G51820
AT1G12060	AT1G73430
AT1G12060	AT3G02510
AT1G12060	AT3G02870
AT1G12060	AT2G20270
AT1G12060	AT1G14000
AT1G12060	AT5G20520
AT1G12060	AT5G50350
AT1G12060	AT2G43410
AT1G12060	AT5G06220
AT1G12060	AT5G58470
AT1G12060	AT5G59470
AT1G12060	AT5G64470
AT1G12060	AT5G51020
AT1G12060	AT5G25754
AT1G12060	AT1G68400
AT1G12060	AT5G04520
AT1G12060	AT5G66770
AT1G12060	AT1G16020
AT1G12060	AT4G21320
AT1G12060	AT5G40520
AT1G12060	AT4G34700
AT1G12060	AT4G00590
AT1G12060	AT1G27070
AT1G12060	AT5G16150
AT1G12060	AT5G12320
AT1G12060	AT3G04970
AT1G12060	AT2G32500
AT1G12060	AT3G48195
AT1G12060	AT1G15390
AT1G12060	AT5G20050
AT1G12060	AT3G18524
AT1G12060	AT4G09750
AT1G12060	AT4G36980
AT1G12060	AT2G31840
AT1G12060	AT4G26980
AT1G12060	AT3G10220
AT1G12060	AT3G46200
AT1G12060	AT1G02410
AT1G12060	AT3G29310
AT1G12060	AT1G18265
AT1G12060	AT4G10050
AT1G12060	AT1G27530
AT1G12060	AT3G27000
AT1G12060	AT5G53310
AT1G12060	AT1G75690
AT1G12060	AT4G38150
AT1G12060	AT2G37680
AT1G12060	AT2G10550
AT1G12060	AT3G47630
AT1G12060	AT5G63690
AT1G12060	AT4G00560
AT1G12060	AT3G54010
AT1G12060	AT3G15620
AT1G12060	AT2G40490
AT1G12060	AT3G16990
AT1G12060	AT4G29400
AT1G12060	AT4G17550
AT1G12060	AT2G21970
AT1G12060	AT4G01037
AT1G12060	AT4G20310
AT1G12060	AT5G62840
AT1G12060	AT1G76570
AT1G12060	AT1G44960
AT1G12060	AT5G15390
AT1G12060	AT2G28790
AT1G12060	AT4G32690
AT1G12060	AT1G33810
AT1G12060	AT3G19210
AT1G12060	AT4G38460
AT1G12060	AT1G35340
AT1G12060	AT4G36530
AT1G12060	AT1G62250
AT1G12060	AT1G30950
AT1G12060	AT5G42370
AT1G12060	AT5G47510
AT1G12060	AT5G46580
AT1G12060	AT1G71810
AT1G12060	AT5G35170
AT1G12060	AT4G01130
AT1G12060	AT4G38213
AT1G12060	AT2G04790
AT1G12060	AT5G11530
AT1G12060	AT5G60050
AT1G51630	AT5G15440
AT1G51630	AT4G29380
AT1G51630	AT5G38510
AT4G24610	AT3G07300
AT4G24610	AT4G31460
AT4G24610	AT5G38900
AT4G24610	AT5G14800
AT4G24610	AT3G56570
AT4G24610	AT1G50710
AT5G10790	AT3G54280
AT5G10790	AT2G26780
AT5G10790	AT1G03160
AT5G10790	AT3G03310
AT5G10790	AT5G43710
AT5G10790	AT2G31440
AT5G10790	AT5G54180
AT2G25090	AT5G48970
AT3G15010	AT1G67370
AT3G15010	AT2G42300
AT3G15010	AT1G67325
AT3G15010	AT1G64660
AT3G15010	AT5G61240
AT3G15010	AT5G07950
AT3G15010	AT4G10465
AT3G15010	AT3G46550
AT3G15010	AT4G25830
AT3G15010	AT3G22410
AT3G15010	AT5G04670
AT3G15010	AT5G46880
AT3G15010	AT1G33480
AT3G15010	AT3G01435
AT3G15010	AT5G61500
AT3G15010	AT1G69220
AT3G15010	AT3G51820
AT3G15010	AT1G73430
AT3G15010	AT5G20650
AT3G15010	AT3G02870
AT3G15010	AT2G20270
AT3G15010	AT1G14000
AT3G15010	AT5G22080
AT3G15010	AT5G20520
AT3G15010	AT2G43410
AT3G15010	AT5G06220
AT3G15010	AT5G59470
AT3G15010	AT5G51020
AT3G15010	AT5G48970
AT3G15010	AT1G68400
AT3G15010	AT5G04520
AT3G15010	AT5G66770
AT3G15010	AT1G16020
AT3G15010	AT4G34700
AT3G15010	AT4G00590
AT3G15010	AT1G27070
AT3G15010	AT5G16150
AT3G15010	AT5G12320
AT3G15010	AT2G29660
AT3G15010	AT3G04970
AT3G15010	AT2G32500
AT3G15010	AT3G48195
AT3G15010	AT1G15390
AT3G15010	AT5G20050
AT3G15010	AT3G18524
AT3G15010	AT4G09750
AT3G15010	AT4G36980
AT3G15010	AT2G31840
AT3G15010	AT4G26980
AT3G15010	AT3G10220
AT3G15010	AT3G46200
AT3G15010	AT1G02410
AT3G15010	AT3G29310
AT3G15010	AT1G26500
AT3G15010	AT1G18265
AT3G15010	AT4G10050
AT3G15010	AT1G27530
AT3G15010	AT3G27000
AT3G15010	AT5G53310
AT3G15010	AT1G75690
AT3G15010	AT4G38150
AT3G15010	AT2G37680
AT3G15010	AT3G47630
AT3G15010	AT5G63690
AT3G15010	AT3G25470
AT3G15010	AT4G00560
AT3G15010	AT3G54010
AT3G15010	AT4G33460
AT3G15010	AT3G15620
AT3G15010	AT2G40490
AT3G15010	AT3G16990
AT3G15010	AT4G29400
AT3G15010	AT4G17550
AT3G15010	AT2G21970
AT3G15010	AT4G01037
AT3G15010	AT4G20310
AT3G15010	AT5G62840
AT3G15010	AT3G26710
AT3G15010	AT1G44960
AT3G15010	AT4G32690
AT3G15010	AT1G33810
AT3G15010	AT3G19210
AT3G15010	AT1G35340
AT3G15010	AT4G36530
AT3G15010	AT1G30950
AT3G15010	AT5G47510
AT3G15010	AT1G71810
AT3G15010	AT4G38213
AT5G19930	AT5G03555
AT5G19930	AT5G66330
AT5G19930	AT3G19090
AT5G19930	AT1G24040
AT5G19930	AT1G03687
AT5G19930	AT3G12030
AT5G19930	AT3G07180
AT5G19930	AT2G05810
AT5G19930	AT1G73930
AT5G19930	AT5G02820
AT5G19930	AT5G48170
AT5G08565	AT3G11720
AT5G08565	AT3G06150
AT5G08565	AT1G19715
AT5G08565	AT3G49410
AT5G08565	AT2G02810
AT5G08565	AT4G01320
AT5G08565	AT4G39790
AT5G08565	AT5G47180
AT5G08565	AT3G13062
AT5G08565	AT3G21600
AT5G08565	AT1G04390
AT5G08565	AT2G45500
AT5G08565	AT2G31190
AT5G08565	AT5G23890
AT5G08565	AT2G39630
AT5G08565	AT4G24550
AT5G08565	AT1G02965
AT5G08565	AT3G60590
AT5G08565	AT2G45520
AT5G08565	AT5G57490
AT5G08565	AT1G07060
AT5G08565	AT1G08460
AT5G08565	AT1G53490
AT5G08565	AT4G37480
AT5G08565	AT4G24090
AT5G08565	AT2G35360
AT5G08565	AT4G28830
AT5G08565	AT3G54290
AT5G08565	AT2G36835
AT5G08565	AT2G21280
AT5G08565	AT1G56050
AT5G08565	AT4G17240
AT5G08565	AT5G65685
AT5G08565	AT1G65900
AT5G08565	AT4G26965
AT5G08565	AT3G27110
AT5G08565	AT5G50210
AT5G08565	AT4G09620
AT5G08565	AT5G35400
AT5G08565	AT4G17010
AT5G08565	AT5G57345
AT5G08565	AT5G22620
AT5G08565	AT3G06610
AT5G08565	AT3G59490
AT5G08565	AT5G66160
AT5G08565	AT2G45530
AT5G08565	AT4G04330
AT5G12110	AT5G57880
AT5G12110	AT1G74700
AT5G12110	AT1G05900
AT5G12110	AT1G78800
AT5G12110	AT4G30900
AT5G12110	AT5G46680
AT5G12110	AT4G20770
AT5G12110	AT3G20780
AT5G12110	AT1G11750
AT5G12110	AT2G03070
AT5G12110	AT3G47700
AT3G15160	AT2G43160
AT3G15160	AT5G24710
AT3G15160	AT3G17360
AT3G15160	AT2G40316
AT3G15160	AT5G13420
AT3G15160	AT1G17850
AT3G15160	AT2G41680
AT3G15160	AT2G28130
AT3G15160	AT5G19150
AT3G15160	AT1G69210
AT3G15160	AT5G17370
AT3G15160	AT3G22680
AT3G15160	AT1G50670
AT3G15160	AT1G80770
AT3G15160	AT5G63770
AT3G15160	AT2G01860
AT3G15160	AT4G20070
AT3G15160	AT5G11550
AT3G15160	AT5G25480
AT3G15160	AT1G14030
AT3G15160	AT5G21430
AT3G15160	AT4G03180
AT3G19260	AT1G11380
AT3G11720	AT3G06150
AT3G11720	AT1G19715
AT3G11720	AT4G10750
AT3G11720	AT4G26900
AT3G11720	AT3G49410
AT3G11720	AT4G36720
AT3G11720	AT4G31120
AT3G11720	AT5G47180
AT3G11720	AT3G13062
AT3G11720	AT3G21600
AT3G11720	AT1G04390
AT3G11720	AT2G31190
AT3G11720	AT5G23890
AT3G11720	AT5G55100
AT3G11720	AT2G39630
AT3G11720	AT4G24550
AT3G11720	AT1G02965
AT3G11720	AT5G15750
AT3G11720	AT1G08125
AT3G11720	AT4G10090
AT3G11720	AT1G05430
AT3G11720	AT3G55510
AT3G11720	AT5G46420
AT3G11720	AT5G52980
AT3G11720	AT1G07060
AT3G11720	AT1G63490
AT3G11720	AT1G08460
AT3G11720	AT1G64990
AT3G11720	AT4G37480
AT3G11720	AT1G63100
AT3G11720	AT4G24090
AT3G11720	AT2G35360
AT3G11720	AT4G28830
AT3G11720	AT3G54290
AT3G11720	AT2G36835
AT3G11720	AT1G74070
AT3G11720	AT1G56050
AT3G11720	AT4G17240
AT3G11720	AT4G37510
AT3G11720	AT1G14300
AT3G11720	AT5G65685
AT3G11720	AT2G25830
AT3G11720	AT4G26965
AT3G11720	AT5G50210
AT3G11720	AT1G67620
AT3G11720	AT5G17660
AT3G11720	AT4G09620
AT3G11720	AT5G35400
AT3G11720	AT2G39805
AT3G11720	AT3G09430
AT3G11720	AT4G17010
AT3G11720	AT3G24430
AT3G11720	AT5G57345
AT3G11720	AT1G28210
AT3G11720	AT5G22620
AT3G11720	AT3G10020
AT3G11720	AT3G06610
AT3G11720	AT3G59490
AT3G11720	AT5G65740
AT3G11720	AT5G66160
AT3G11720	AT1G77230
AT3G11720	AT4G26310
AT3G11720	AT2G45530
AT3G11720	AT1G21840
AT3G11720	AT3G48425
AT3G11720	AT2G15020
AT3G11720	AT4G04330
AT3G11720	AT3G24500
AT4G10320	AT3G24560
AT4G10320	AT1G67680
AT5G60570	AT5G44550
AT5G60570	AT4G36710
AT5G60570	AT5G18760
AT5G05500	AT3G58730
AT5G05500	AT3G20830
AT5G05500	AT5G42800
AT5G05500	AT5G14950
AT5G05500	AT2G24640
AT5G05500	AT2G43235
AT5G05500	AT3G04830
AT5G05500	AT4G35760
AT5G05500	AT1G03650
AT5G05500	AT1G28760
AT5G05500	AT2G22650
AT5G05500	AT4G37925
AT5G05500	AT3G46780
AT5G05500	AT3G05250
AT5G05500	AT1G48380
AT5G05500	AT5G12860
AT5G05500	AT1G32080
AT5G05500	AT3G05330
AT5G05500	AT3G63140
AT5G05500	AT2G21370
AT5G05500	AT5G45380
AT5G05500	AT4G33870
AT5G05500	AT1G53645
AT5G05500	AT5G37055
AT5G05500	AT4G02350
AT5G05500	AT1G63855
AT5G05500	AT2G26340
AT5G05500	AT3G53920
AT5G05500	AT3G59390
AT5G05500	AT3G05625
AT5G05500	AT4G19890
AT5G05500	AT1G64500
AT5G05500	AT5G61400
AT5G05500	AT2G15630
AT5G05500	AT1G67035
AT5G02540	AT1G64890
AT5G02540	AT5G60870
AT2G19170	AT3G05090
AT2G19170	AT3G27700
AT2G19170	AT4G36630
AT2G19170	AT3G22150
AT2G19170	AT4G18010
AT2G19170	AT4G22370
AT2G19170	AT3G44820
AT2G19170	AT3G53950
AT5G47690	AT5G40480
AT5G47690	AT4G39370
AT5G47690	AT1G16800
AT5G47690	AT4G16310
AT5G47690	AT2G07170
AT5G47690	AT4G04885
AT5G47690	AT5G51660
AT5G47690	AT2G43980
AT5G47690	AT5G19350
AT5G47690	AT5G08490
AT5G47690	AT4G14000
AT5G37475	AT5G56090
AT5G37475	AT1G14570
AT5G37475	AT3G51800
AT5G37475	AT4G37210
AT5G37475	AT2G30410
AT5G37475	AT1G80360
AT5G37475	AT5G22770
AT5G37475	AT3G13940
AT5G37475	AT5G53620
AT5G37475	AT3G23980
AT5G37475	AT5G18570
AT5G37475	AT1G68660
AT5G37475	AT5G04420
AT5G37475	AT3G16010
AT5G37475	AT5G26240
AT5G37475	AT4G13670
AT5G37475	AT5G38720
AT5G37475	AT2G48000
AT5G37475	AT1G66510
AT5G37475	AT2G34860
AT5G37475	AT5G50100
AT5G37475	AT5G25580
AT5G37475	AT1G35660
AT5G37475	AT1G67680
AT5G37475	AT1G79915
AT5G37475	AT1G16540
AT5G37475	AT3G06960
AT5G37475	AT3G10060
AT5G37475	AT2G36730
AT5G37475	AT1G71310
AT5G37475	AT1G51080
AT5G37475	AT5G42850
AT5G37475	AT1G28140
AT5G37475	AT1G09410
AT4G32990	AT2G42300
AT4G32990	AT5G46880
AT4G32990	AT2G20270
AT4G32990	AT5G20520
AT4G32990	AT4G34700
AT4G32990	AT3G44380
AT4G32990	AT1G44835
AT4G32990	AT5G20050
AT4G32990	AT3G18524
AT4G32990	AT4G36980
AT4G32990	AT5G40840
AT4G32990	AT4G38150
AT4G32990	AT4G00560
AT4G32990	AT2G26900
AT4G32990	AT4G00030
AT4G32990	AT5G35170
AT4G32990	AT3G27420
AT1G30240	AT3G06540
AT1G30240	AT4G08870
AT1G30240	AT3G13226
AT1G30240	AT5G14800
AT1G30240	AT1G69800
AT1G30240	AT5G49570
AT1G30240	AT3G20930
AT1G30240	AT5G46250
AT1G30240	AT1G74240
AT2G46230	AT4G32980
AT2G46230	AT3G48460
AT2G46230	AT2G01690
AT2G46230	AT2G27280
AT2G46230	AT2G36230
AT2G46230	AT5G19920
AT2G46230	AT3G24740
AT2G46230	AT1G31870
AT2G46230	AT1G71110
AT2G46230	AT1G79985
AT2G46230	AT4G33360
AT2G46230	AT3G27925
AT2G46230	AT4G16060
AT2G46230	AT3G54440
AT2G46230	AT3G54130
AT2G46230	AT3G63000
AT2G46230	AT1G27150
AT2G46230	AT5G20930
AT2G46230	AT1G22850
AT2G46230	AT5G03080
AT2G46230	AT3G19250
AT2G46230	AT2G03690
AT2G46230	AT4G02090
AT2G46230	AT3G60620
AT2G46230	AT2G18410
AT2G46230	AT2G19880
AT2G46230	AT4G21520
AT2G46230	AT1G12460
AT2G46230	AT5G12410
AT2G46230	AT4G33350
AT2G46230	AT3G19720
AT2G46230	AT5G15920
AT2G46230	AT1G28120
AT2G46230	AT3G08780
AT2G46230	AT5G21060
AT2G46230	AT2G27760
AT2G46230	AT3G13450
AT2G46230	AT2G25840
AT2G46230	AT4G16450
AT2G46230	AT2G31040
AT2G46230	AT1G25580
AT2G46230	AT3G52905
AT2G46230	AT5G05310
AT2G46230	AT1G09740
AT2G46230	AT1G78010
AT2G46230	AT2G41945
AT2G46230	AT1G14620
AT2G46230	AT2G40690
AT2G46230	AT3G09150
AT2G46230	AT4G29490
AT2G46230	AT2G01320
AT2G46230	AT1G73720
AT2G46230	AT1G05385
AT2G46230	AT1G29700
AT2G46230	AT5G64670
AT2G46230	AT1G49350
AT2G46230	AT5G61140
AT2G46230	AT1G51110
AT2G46230	AT1G54650
AT2G46230	AT3G55250
AT2G46230	AT5G14530
AT2G46230	AT5G10700
AT2G46230	AT5G51010
AT2G46230	AT3G56330
AT2G46230	AT1G79760
AT2G46230	AT1G17410
AT2G46230	AT2G36980
AT2G46230	AT5G08710
AT2G46230	AT4G38710
AT2G46230	AT4G17370
AT2G46230	AT4G27700
AT2G46230	AT5G27560
AT2G46230	AT5G59610
AT2G46230	AT3G27340
AT2G46230	AT4G25080
AT2G46230	AT1G07645
AT2G46230	AT2G21710
AT2G46230	AT4G19985
AT2G46230	AT4G22000
AT2G46230	AT2G46850
AT2G46230	AT5G58575
AT2G46230	AT3G49650
AT2G46230	AT5G19970
AT2G46230	AT3G55820
AT2G46230	AT3G26680
AT1G16340	AT1G03780
AT1G16340	AT1G49670
AT1G16340	AT1G09870
AT1G16340	AT5G20850
AT1G16340	AT3G66654
AT1G16340	AT5G64160
AT1G16340	AT4G39630
AT1G16340	AT5G57880
AT1G16340	AT1G11880
AT1G16340	AT5G53220
AT1G16340	AT5G16715
AT1G16340	AT1G30320
AT1G16340	AT4G30900
AT1G16340	AT1G29220
AT1G16340	AT2G45520
AT1G16340	AT4G02460
AT1G16340	AT3G45300
AT1G16340	AT2G40190
AT1G16340	AT4G01860
AT1G16340	AT2G34640
AT1G16340	AT2G15860
AT1G16340	AT1G16870
AT1G16340	AT4G21710
AT1G16340	AT1G30520
AT1G16340	AT2G31955
AT1G16340	AT3G20780
AT1G16340	AT1G49590
AT1G16340	AT1G11750
AT1G16340	AT5G41480
AT1G16340	AT2G03390
AT1G16340	AT4G23540
AT1G16340	AT3G17205
AT1G16340	AT1G02020
AT1G16340	AT4G36050
AT1G16340	AT1G04010
AT1G16340	AT1G09280
AT1G16340	AT5G39250
AT1G16340	AT3G52220
AT1G16340	AT4G16700
AT1G16340	AT3G13682
AT1G16340	AT2G28105
AT5G40670	AT5G61830
AT5G40670	AT5G14400
AT5G40670	AT3G13226
AT5G40670	AT5G14800
AT5G40670	AT5G46250
AT5G40670	AT3G18480
AT5G40670	AT5G02750
AT5G40670	AT2G39470
AT5G40670	AT4G14870
AT3G09960	AT1G14570
AT3G09960	AT4G37210
AT3G09960	AT1G80360
AT3G09960	AT3G13940
AT3G09960	AT3G23980
AT3G09960	AT5G18570
AT3G09960	AT1G68660
AT3G09960	AT4G35760
AT3G09960	AT3G16010
AT3G09960	AT5G26240
AT3G09960	AT4G13670
AT3G09960	AT2G48000
AT3G09960	AT1G66510
AT3G09960	AT5G25580
AT3G09960	AT5G06590
AT3G09960	AT1G35660
AT3G09960	AT1G79915
AT3G09960	AT5G12100
AT3G09960	AT3G10060
AT3G09960	AT1G71310
AT3G09960	AT1G51080
AT3G09960	AT5G42850
AT3G09960	AT2G44360
AT3G09960	AT1G28140
AT3G09960	AT1G80090
AT3G09960	AT1G09410
AT3G22104	AT2G30170
AT3G22104	AT1G52310
AT3G22104	AT3G20680
AT3G06150	AT1G19715
AT3G06150	AT4G10750
AT3G06150	AT4G26900
AT3G06150	AT3G49410
AT3G06150	AT4G36720
AT3G06150	AT4G01560
AT3G06150	AT4G31120
AT3G06150	AT5G47180
AT3G06150	AT3G13062
AT3G06150	AT3G21600
AT3G06150	AT1G04390
AT3G06150	AT2G45500
AT3G06150	AT5G40710
AT3G06150	AT2G31190
AT3G06150	AT5G23890
AT3G06150	AT5G55100
AT3G06150	AT5G58110
AT3G06150	AT2G39630
AT3G06150	AT4G24550
AT3G06150	AT1G02965
AT3G06150	AT2G01360
AT3G06150	AT3G60590
AT3G06150	AT5G15750
AT3G06150	AT1G08125
AT3G06150	AT4G10090
AT3G06150	AT3G55510
AT3G06150	AT5G46420
AT3G06150	AT5G52980
AT3G06150	AT1G07060
AT3G06150	AT1G27410
AT3G06150	AT1G63490
AT3G06150	AT1G08460
AT3G06150	AT1G64990
AT3G06150	AT4G37480
AT3G06150	AT1G63100
AT3G06150	AT4G24090
AT3G06150	AT2G35360
AT3G06150	AT4G28830
AT3G06150	AT4G26555
AT3G06150	AT3G54290
AT3G06150	AT2G36835
AT3G06150	AT1G74070
AT3G06150	AT1G56050
AT3G06150	AT4G17240
AT3G06150	AT4G37510
AT3G06150	AT1G14300
AT3G06150	AT5G65685
AT3G06150	AT2G25830
AT3G06150	AT1G65900
AT3G06150	AT4G26965
AT3G06150	AT5G50210
AT3G06150	AT1G67620
AT3G06150	AT5G17660
AT3G06150	AT4G09620
AT3G06150	AT5G35400
AT3G06150	AT2G39805
AT3G06150	AT4G17010
AT3G06150	AT3G24430
AT3G06150	AT5G57345
AT3G06150	AT1G02060
AT3G06150	AT5G22620
AT3G06150	AT3G10020
AT3G06150	AT3G06610
AT3G06150	AT3G59490
AT3G06150	AT5G66160
AT3G06150	AT2G45530
AT3G06150	AT1G21840
AT3G06150	AT1G44920
AT3G06150	AT4G04330
AT3G06150	AT3G24500
AT1G06720	AT5G58870
AT1G06720	AT2G25170
AT1G06720	AT1G60850
AT1G06720	AT1G59560
AT1G06720	AT2G34630
AT1G06720	AT3G17465
AT1G06720	AT3G19490
AT1G06720	AT2G26540
AT1G06720	AT5G42740
AT1G06720	AT5G22620
AT4G21180	AT5G55920
AT4G21180	AT5G46210
AT4G21180	AT2G18510
AT4G21180	AT3G21540
AT1G33390	AT1G72175
AT1G33390	AT5G05310
AT1G33390	AT5G19970
AT3G46740	AT5G54080
AT5G12260	AT2G33280
AT5G12260	AT4G29540
AT4G38800	AT1G15020
AT4G38800	AT3G62600
AT4G38800	AT1G53000
AT4G38800	AT1G70210
AT4G38800	AT1G30380
AT4G38800	AT5G05310
AT4G38800	AT2G20635
AT4G38800	AT4G04190
AT4G38800	AT1G48130
AT4G38800	AT2G41600
AT4G38800	AT1G28210
AT4G38800	AT4G33420
AT4G38800	AT5G28960
AT4G32980	AT3G48460
AT4G32980	AT2G01690
AT4G32980	AT5G19920
AT4G32980	AT3G24740
AT4G32980	AT1G31870
AT4G32980	AT1G79985
AT4G32980	AT4G33360
AT4G32980	AT3G27925
AT4G32980	AT4G16060
AT4G32980	AT3G54130
AT4G32980	AT1G27150
AT4G32980	AT5G20930
AT4G32980	AT1G22850
AT4G32980	AT5G03080
AT4G32980	AT3G19250
AT4G32980	AT4G02090
AT4G32980	AT3G60620
AT4G32980	AT2G18410
